idx,start_sec,end_sec,text
2738,11132.350,11154.950,"Todo eso, digamos, se puede enlazar. Entonces, no es nada que no se pueda hacer. Es cuestión de buscar la manera de conectar estas dos cosas y tal vez algunos pasos de por medio que necesitamos garantizar como dimensiones. Tal vez necesitamos hacer una proyección adicional y luego simplemente se conectan. Entonces, esa es parte como de la esencia de construcción de modelos."
2739,11154.950,11157.990,ventajas
2740,11157.990,11160.970,"en este caso, digamos, de estos modelos"
2741,11160.970,11162.570,tienen alto rendimiento
2742,11162.570,11165.050,con grande dataset
2743,11165.050,11169.130,el modelo de Transformer
2744,11169.130,11170.870,"lo bueno, una de las cosas"
2745,11170.870,11172.530,es que converge relativamente rápido
2746,11172.530,11174.010,"entonces, por tanto"
2747,11174.010,11176.730,esos modelos que tradicionalmente
2748,11176.730,11179.350,"nosotros necesitamos como 100 épocas, 200 épocas"
2749,11179.350,11180.610,tal vez con Transformer
2750,11180.610,11182.750,una cuarta parte tiene
2751,11182.750,11184.730,"un buen aprendizaje, eso es lo bueno"
2752,11184.730,11189.010,"de ella, el potencial. Por tanto, él tiene un gran desempeño"
2753,11189.010,11192.590,para efectos de entrenamiento. Si hay volumen
2754,11192.590,11196.570,"de datos, tal vez con unas 15, 20 épocas vamos a tener"
2755,11196.570,11200.050,una buena respuesta. Eso es lo bueno.
2756,11200.770,11204.210,"Para los modelos está relativamente bien construido, por supuesto."
2757,11206.130,11208.550,Él tiene la capacidad de capturar relaciones globales
2758,11208.550,11212.270,"porque como pueden ver, tiene separaciones en diferentes"
2759,11212.270,11214.470,"por bloque, en este caso"
2760,11214.470,11216.770,los parches
2761,11216.770,11219.470,y cada uno de los parches igual se enumeran
2762,11219.470,11221.290,y esa forma de tratamiento
2763,11221.290,11223.270,va a justamente poder ubicar
2764,11223.270,11225.210,cada uno de estos objetos
2765,11225.210,11227.390,posiblemente que se encuentren en ese espacio
2766,11227.390,11228.830,y lo puede justamente
2767,11228.830,11231.550,abordar el problema
2768,11231.550,11233.690,como invariante
2769,11233.690,11234.390,bajo traslación
2770,11234.390,11236.990,entonces eso es lo que tiene
2771,11236.990,11238.330,esa capacidad
2772,11238.330,11241.230,se puede reutilizar aquellos modelos
2773,11241.230,11247.110,"que están trabajando con NLP para adaptarlo en el espacio de imágenes, bien, y en cierta manera se"
2774,11247.110,11251.970,"puede adaptar en muchos trabajos o muchos áreas de aplicaciones, simplemente es cuestión de cuál"
2775,11251.970,11257.550,"sería el objetivo, si el objetivo es segmentar, entonces necesitamos armar la salida que sea"
2776,11257.550,11264.470,"segmentación, si es detección, armar ese cubo en caso que sea un YOLO versión 1, bien, eso digamos"
2777,11264.470,11266.630,cada uno depende de cómo será la salida
2778,11266.630,11268.630,es cuestión de cómo
2779,11268.630,11270.390,adaptar esa estructura
2780,11270.390,11272.470,"por tanto, si tenemos un modelo"
2781,11272.470,11273.930,de Transformers
2782,11273.930,11275.630,pre-entrenado
2783,11275.630,11278.390,y no necesariamente está amarrado con una
2784,11278.390,11280.630,"funcionalidad, así en este caso es la tarea"
2785,11280.630,11282.590,entonces simplemente podemos tomar
2786,11282.590,11283.370,ese como base
2787,11283.370,11286.370,"pre-entrenado, lo colocamos"
2788,11286.370,11288.430,extraemos características y lo alimentamos
2789,11288.430,11290.430,a un modelo que ustedes
2790,11290.430,11292.170,quieren complementar
2791,11292.170,11293.230,esa es la idea
2792,11293.230,11303.150,"Desventaja, en cierta manera pierde un poco más la capacidad, digamos el poder de interpretación,"
2793,11303.150,11307.470,"como a diferencia de modelos convolucionales que ya tengo mapas de respuesta, este es un"
2794,11307.470,11311.710,"punto más difícil de hacer seguimiento, tenemos que ordenar la información para que"
2795,11311.710,11317.090,"justamente, o los parches, los parchesitos se mueven para todos lados, de esa forma, entonces"
2796,11317.090,11321.090,"hay que buscar cuál sería esa orientación y ver cuál sería la estructura, cómo se"
2797,11321.090,11326.970,compone para ver dónde está el mapa respuesta que tiene de esta tratamiento
2798,11326.970,11333.390,con 20 no es una de las cosas necesidad de datos en cierta manera requiere más
2799,11333.390,11338.370,volúmenes de datos para efecto tener un buen desempeño generalizado a pesar que
2800,11338.370,11343.110,si usted tiene un día un poquito de datos él va a entrenar en función de esa
2801,11343.110,11347.850,característica entonces eso de amor a las cosas como que entienden término
2802,11347.850,11350.030,"en general, podemos decir que ese medio se sobreajusta"
2803,11350.030,11351.790,"bien para los datos. De hecho,"
2804,11352.270,11353.270,"cuando ocurrió el ELM,"
2805,11353.830,11355.950,vieron que se ajusta más o menos el 100%
2806,11355.950,11357.150,del acto de entrenamiento.
2807,11357.430,11359.890,La parte de validación es relativamente
2808,11359.890,11361.690,"baja, 50%."
2809,11361.690,11363.830,Entonces ocurre lo mismo con los
2810,11363.830,11365.570,tratamientos con imágenes. Si tenemos
2811,11365.570,11368.030,"poquitos datos, posiblemente él va a ajustarse"
2812,11368.030,11369.910,en función de lo que hay. Pero para aquellos datos
2813,11369.910,11370.630,un poquito más
2814,11370.630,11374.050,"no vistas, puede ser que sea un poquito más complicado"
2815,11374.050,11375.750,si no tenemos suficiente datos para
2816,11375.750,11377.070,esa representación.
2817,11377.850,11384.650,"Bien, entonces, todo esto, digamos, la comunicación de los transformes,"
2818,11384.730,11389.790,"la mecanismo de atención con el amarre, la parte de transformes,"
2819,11389.790,11394.410,"es un costo grande a nivel operacional, por tanto, un poquito más lento."
2820,11394.770,11398.710,"Por tanto, en este caso, incurre un poco más de costo de entrenamiento"
2821,11398.710,11401.490,para efecto de tener ese aprendizaje.
2822,11401.690,11407.690,"Es una de las cosas que presenta con los medios de transformes, en este caso."
2823,11407.850,11411.030,"No solamente la parte de visión transformer, sino el transformer general."
2824,11413.490,11418.970,"Entonces, aquí les muestro más o menos la comparación entre red convolucional y transformer."
2825,11419.290,11426.410,"Uno es usando filtros convolucionales locales, este utiliza más o menos lo que es el enfoque de atención."
2826,11427.770,11433.770,"Este sería analizar regiones pequeñas, porque los filtros más o menos ustedes definen el qué en el tamaño de 3x3 o 5x5."
2827,11433.770,11436.890,"Por tanto, eso depende mucho de esa representación."
2828,11436.890,11441.050,"En cambio, el Visatransformer va en función de los parches y la numeración,"
2829,11441.170,11445.150,ya tiene esa codificación donde deberá tener como mayor presencia en ese sentido.
2830,11445.550,11451.130,"De resto, aquí en este caso, necesidad de datos, rinde en cierta manera con datos pequeños por los filtros,"
2831,11451.470,11453.270,"sin embargo, depende mucho del problema."
2832,11453.450,11457.570,"Si el problema tiene datos representativos, yo creo que está bastante bien."
2833,11458.250,11463.710,"Y si comparamos en ambos sentidos de convolucionar el transformer con los mismos datos representativos,"
2834,11463.710,11466.570,lo más probable es que el transformer converge más rápido.
2835,11466.890,11474.770,"Entonces, que la tabla es convolucional, necesitamos, no sé, 50 épocas y transforme con 2 o 3 épocas es suficiente."
2836,11475.290,11475.650,Eso es.
2837,11478.230,11478.790,Consulta.
2838,11481.910,11484.650,"Entonces, veamos el código."
2839,11487.900,11490.400,El código se supone que ya lo tiene disponible.
2840,11491.160,11492.140,Ya se lo mostré.
2841,11493.320,11494.400,"Sí, se lo habilité."
2842,11494.400,11497.820,Y ustedes pueden ejecutar sin mucho inconveniente.
2843,11511.550,11511.690,Ya.
2844,11512.710,11516.760,"Bueno, creo que no lo he ejecutado."
2845,11516.980,11528.420,¿Cuánto tiempo se demora?
2846,11538.300,11550.030,Se demora 20 minutos para ejecutar este entrenamiento.
2847,11550.230,11553.630,No se lo va a ejecutar en tiempo real.
2848,11554.410,11557.570,Pero la estructura se la va a mostrar sin mucho inconveniente.
2849,11557.570,11560.150,"Por lo tanto, el transformer."
2850,11561.470,11564.990,"Digamos, los insumos ustedes los conocen."
2851,11565.190,11566.390,Necesitamos mecanismos de atención.
2852,11566.830,11569.550,Tenemos la parte de lo que es la capa densa.
2853,11569.550,11573.270,y en este caso ya tengo implementado directamente con Kaila Extensor Flow
2854,11573.270,11576.510,"entonces capas de tensión, capas densas"
2855,11576.510,11579.430,"está implementada, base normalización en caso de que sea necesaria"
2856,11579.430,11581.550,"la puede incorporar, dropout también"
2857,11581.550,11585.450,entonces todo esto lo podemos abordar
2858,11585.450,11588.090,y como este es un problema que lo voy a mostrar desde clasificación
2859,11588.090,11591.730,"entonces tenemos las métricas de clasificación, tenemos las particiones"
2860,11591.730,11595.250,y en este caso les presento
2861,11595.250,11598.330,"una nueva optimizadora, en este caso una variante"
2862,11598.330,11599.950,ha dado un ponderado
2863,11599.950,11602.790,esa es una de las versiones que ha tenido
2864,11602.790,11603.690,como buen efecto
2865,11603.690,11606.530,pero ese salió a partir de la versión
2866,11606.530,11608.790,2.18
2867,11609.950,11610.810,de
2868,11610.810,11612.350,Keras TensorFlow
2869,11612.350,11614.770,antes eso no estaba
2870,11614.770,11615.590,implementado
2871,11615.590,11618.390,y bueno uno puede utilizar el modo checkpoint por supuesto
2872,11618.390,11619.390,siempre digamos
2873,11619.390,11621.690,yo prefiero más utilizar el modo checkpoint
2874,11621.690,11622.270,más que
2875,11622.270,11625.010,el stopping
2876,11625.010,11627.130,porque el stopping
2877,11627.130,11633.050,"a menos que tú conoces cuál sería la dinámica de aprendizaje,"
2878,11633.270,11637.010,"si no tiene mucha oscilación, entonces es mucho más fácil controlar"
2879,11637.010,11642.450,y me guarde el modelo que tenga el mejor desempeño en una de las métricas.
2880,11642.710,11644.330,"Entonces, por tanto, el Model Checkpoint,"
2881,11644.970,11646.990,"tiene que recorrerse todas las épocas,"
2882,11647.270,11650.450,pero va a guardar cuál sería que tenga la mejor representación.
2883,11651.070,11653.610,"Entonces, simplemente prefiero más Model Checkpoint,"
2884,11653.610,11656.590,"más que Patience de L-Stopping,"
2885,11656.590,11663.590,"Porque si oscila mucho, a lo menos que coloca una paciencia muy pequeña para que justamente logra hacer corte."
2886,11664.430,11667.810,"O si no, no necesariamente sea la mejor opción."
2887,11668.870,11671.590,"Ok, entonces tenemos estas funciones."
2888,11672.150,11678.150,Tenemos esta función de visualizar cuál será el desempeño del modelo después de su entrenamiento.
2889,11678.970,11683.830,"Y bueno, si ustedes quieren crear sus propias funciones, también es posible."
2890,11683.830,11689.590,"Ya nosotros vimos el IOU, el coeficiente del dado también se puede implementar."
2891,11689.990,11699.770,"Y bueno, si en algunos casos de unas versiones de TensorFlow que no les permite, de unas métricas específicas, simplemente se puede incorporarlo de manera similar."
2892,11699.770,11723.850,"Aquí les puedo mostrar el recall de múltiples clases, el precision también y el F1 score, porque hay unas versiones de TensorFlow que son, puede ser la versión de TensorFlow 2.10.1 para Windows, ese que se puede trabajar con tarjeta gráfica, no tiene F1 score incorporada, entonces a veces tiene que ser re-implementada."
2893,11723.850,11728.390,"Entonces, ahí les mostraba más o menos la idea."
2894,11729.330,11738.450,"Entonces, el ejemplar o la educación de esta implementación lo trabajé en función de enfermedades en peces."
2895,11739.290,11748.370,"En este caso, está alojada en el repositorio de Kaggle con Fish Water, Fish Disease, Agriculture in South Asia."
2896,11748.370,11753.030,"Entonces, prácticamente son datos recolectados a partir del Asia."
2897,11753.030,11758.030,donde puedes descargar los datos directamente con este repositorio.
2898,11758.950,11766.350,"Bien, entonces vamos a tener justamente varias imágenes con su nombre específico,"
2899,11766.470,11775.030,"no es nombre específico, sino la carpetita donde está alojada cada una de estas imágenes con su respectivo enfermedad."
2900,11775.170,11781.090,"Entonces si tengo 6 enfermedades, tengo 6 carpetitas y cada una de ellas va a tener esa información, esa imagen alojada."
2901,11781.090,11792.750,"Entonces, por tanto, acá tomé todas las imágenes posibles que están dentro de ese contexto con todas las direcciones y aquí construí lo que es la etiqueta asociada con la enfermedad."
2902,11793.030,11797.390,"Entonces, vi el patrón, cómo está estructurada cada una de las carpetitas o los nombres."
2903,11798.030,11804.450,"Entonces, me quedé justamente el nombre de la carpeta que representa la enfermedad."
2904,11804.450,11817.350,"Entonces, hice una secuencia para poder extraer esa información, tanto para Linux o Mac, o si no, directamente con Windows, porque tiene el slash simple o doble slash, depende del sistema operativo."
2905,11818.170,11820.850,"Entonces, aquí tenemos prácticamente la distribución."
2906,11821.390,11830.550,"Entonces, ahí tenemos como bacteria que está asociada, hay, digamos, peces sanos, bacteria de color rojo, tiene hongos, parásitos."
2907,11830.550,11834.950,"tenemos esa muestra, no son muchas"
2908,11834.950,11838.550,"como pueden ver, estamos en el orden como de los 400 imágenes"
2909,11838.550,11842.590,"más o menos, como 400 o 500 imágenes"
2910,11842.590,11845.730,esa es más o menos la que tenemos disponible acá
2911,11845.730,11850.770,y en este caso tomé las muestras y ya tengo como
2912,11850.770,11854.770,"la identificación de los códigos, entonces por tanto yo tengo del 0"
2913,11854.770,11859.030,1 hasta la cantidad de índices
2914,11859.030,11861.150,que representaría como la categoría.
2915,11861.590,11863.310,"Entonces, esa sería la codificación"
2916,11863.310,11866.910,y tenemos siete categorías que podemos abordar
2917,11866.910,11867.910,para esta problemática.
2918,11868.850,11870.890,Quiere decir que necesitamos clasificar
2919,11870.890,11872.270,en siete categorías.
2920,11873.050,11876.950,El sano y lo que es la parte con enfermedad.
2921,11878.530,11879.410,"Entonces, estas imágenes,"
2922,11880.290,11882.650,"las redimensioné a 224,"
2923,11883.130,11884.930,"más o menos el tamaño controlado,"
2924,11885.090,11886.490,"que es lo que viene más o menos estándar,"
2925,11886.550,11887.190,está baseado.
2926,11887.950,11892.690,"Entonces, cargué toda esa información como si fuese un solo tanda para utilizar generador."
2927,11893.330,11895.310,Y este más o menos es una de las imágenes.
2928,11895.650,11897.910,Esta sería la cola de un pez.
2929,11898.030,11899.330,En este caso creo que es un koi.
2930,11899.890,11903.930,"Bien, entonces, donde tenía una parte de la cola afectada."
2931,11904.190,11907.670,"Entonces, eso llamó a la imagen."
2932,11909.800,11914.260,"Entonces, luego a partir de ella, hacemos la misma secuencia que nosotros hemos aprendido"
2933,11914.260,11917.520,"para efectos de, bien sea clasificado o hacer regresión,"
2934,11917.520,11920.540,"pero casi todos son problemas de Machine Learning o Deep Learning,"
2935,11920.700,11925.580,"es construir los conjuntos de datos para entrenamiento, validación y prueba."
2936,11925.900,11929.240,Entonces tenemos esta cantidad de muestras disponibles para cada una de ellas
2937,11929.240,11936.300,y hacemos una codificación de tipo OneHot para las etiquetas que tenemos extraídas.
2938,11936.480,11939.240,Entonces ahí tenemos prácticamente siete columnas.
2939,11940.060,11942.620,Y aquí empezamos la parte de la construcción del modelo.
2940,11942.620,11946.660,"Bueno, este modelo, digamos, igual tomé como referencia de esa mala,"
2941,11946.660,11954.120,que ahí tiene más o menos las instrucciones que han utilizado para efectos de implementar Vision Transformer.
2942,11954.820,11961.560,"Entonces acá incorporamos los parámetros, cuál sería el tamaño de esos parches."
2943,11961.940,11971.820,"Entonces ahí prácticamente extraemos parches de 6x6 en este caso, 72, más o menos el tamaño,"
2944,11971.920,11975.660,"número de parches, imágenes, partida por la cantidad de tamaño del parche, 6x6."
2945,11975.660,11980.700,Ahí tenemos prácticamente el número de parchecitos que podemos tomar como referencia.
2946,11981.380,11987.420,"Bien, y acá hacemos lo que es la construcción de la instancia del transformer."
2947,11987.680,11995.400,"Entonces tenemos aquí el vector proyección, que sería el vector después de haber aplanado la imagen."
2948,11995.780,11997.200,Entonces lo proyectamos a 64.
2949,11997.200,12005.420,En este caso utilizamos cuatro cabezales que están dentro del mecanismo de tensión.
2950,12005.660,12011.660,"Bien, entonces dentro de ella vamos a utilizar, digamos, dos capas de proyecciones que están dentro de la unidad de transformers."
2951,12011.780,12015.940,"Uno, el doble, sería 128 y luego la proyección es 64."
2952,12016.620,12019.660,Y tenemos en este caso 8 módulos de transformers.
2953,12020.100,12022.160,"Eso, digamos, es lo que se apiló."
2954,12024.860,12026.500,Y aquí tenemos los otros parámetros.
2955,12026.720,12036.560,"Batside 32, aplicamos 100 épocas con una tasa de aprendizaje de esta cantidad y una proporción de caimiento de esta tasa de aprendizaje de 0.001."
2956,12036.560,12049.180,"Entonces, por tanto, lo que es el ADAN W tiene esa particularidad que mientras va avanzando, él puede ir decayendo un poquito más esa tasa de aprendizaje. Entonces, esa es la parte interesante."
2957,12049.180,12053.580,"Y bueno, por último, la parte de lo que es la unidad de clasificación."
2958,12054.040,12066.180,"Entonces, previa a lo que es la última capa, vamos a aplicar una capa densa de 2048 y luego seguido a 1024 para justamente alimentar su última construcción."
2959,12068.400,12076.080,"Adicional, en este caso, como son poquitos datos, digamos, agregué el mecanismo de aumento de datos, Data Augmentation."
2960,12076.080,12078.460,entonces recordemos que data augmentation no es más
2961,12078.460,12080.840,como trabajamos con datos de imágenes
2962,12080.840,12082.820,lo que consiste
2963,12082.820,12084.980,prácticamente es perturbar la imagen
2964,12084.980,12086.600,entonces yo la perturbo
2965,12086.600,12088.460,si la perturbo un poquito más de rotación
2966,12088.460,12090.640,prácticamente genero como
2967,12090.640,12092.980,"una especie de nueva imagen, entonces en este caso"
2968,12092.980,12094.720,yo normalizo
2969,12094.720,12096.740,"la información, en este caso llevarlo a"
2970,12096.740,12099.160,escala de 0.1 de los datos de intensidad
2971,12099.160,12101.080,reescalamos los datos
2972,12101.080,12102.820,que sea el tamaño todo del mismo
2973,12102.820,12104.780,"tamaño, bien, y aquí le"
2974,12104.780,12109.260,permite que haga una volteada horizontal si lo volteamos horizontalmente que dice
2975,12109.260,12113.100,que anteriormente la cola estaba para acá ahora lo volteamos la cola tapa hacia el
2976,12113.100,12117.380,otro lado así de sencillo tenemos una posibilidad de hacer una pequeña
2977,12117.380,12125.420,rotación de este caso de 0.2 en un ángulo así pequeña es muy leve y en este caso
2978,12125.420,12132.240,podemos aplicar un zoom bien sea para el zoom acercarlo o alejarlo entonces
2979,12132.240,12133.920,"tenemos esa posibilidad, tenemos"
2980,12133.920,12135.140,estas dos opciones.
2981,12139.300,12141.520,Entonces tenemos el Data Augmentation y con
2982,12141.520,12143.460,eso acá podemos proceder a
2983,12143.460,12145.440,hacer la separación de esos
2984,12145.440,12147.380,"parchesitos, porque el Vision"
2985,12147.380,12149.640,Transformer no lo tiene implementado directamente
2986,12149.640,12151.400,"en Keras o en PyTorch,"
2987,12151.680,12153.380,por lo tanto no podemos decir BIT
2988,12153.380,12155.500,"o Import BIT, sino tenemos que armar"
2989,12155.500,12157.460,"el módulo de crear los parchesitos,"
2990,12158.400,12159.300,luego ese parchesito
2991,12159.300,12161.500,lo apilamos y luego
2992,12161.500,12163.440,procedemos a hacer la
2993,12163.440,12165.460,"codificación. Entonces, por tanto"
2994,12165.460,12166.960,acá se crea una
2995,12166.960,12169.420,instrucción de cómo crear esos parchecitos
2996,12169.420,12171.320,"y entonces, de hecho"
2997,12171.320,12173.300,en TensorFlow hay una función que
2998,12173.300,12175.280,sería extracción de parches
2999,12175.280,12177.640,de esa imagen. Eso sí la podemos
3000,12177.640,12179.720,utilizar. Entonces aquí utilizamos
3001,12179.720,12181.400,TensorFlow image
3002,12181.400,12182.800,de extract parches
3003,12182.800,12185.640,y ahí en este caso le decimos de qué imagen
3004,12185.640,12187.340,será la fuente de la imagen que nosotros
3005,12187.340,12189.460,queremos hacer la aplicación. Entonces
3006,12189.460,12191.080,aquí se encarga de tener
3007,12191.080,12195.020,"El tamaño, queremos tomar como referencia de los parches."
3008,12195.360,12198.020,"Cuál será el movimiento hacia la izquierda, hacia la derecha."
3009,12198.700,12202.840,"No queremos que se solapen, sino que sea una división totalmente disjunta."
3010,12203.420,12206.120,"Entonces, aquí utilizamos los rays como se van moviendo."
3011,12206.120,12208.380,"Entonces, moviendo en proporción de uno en uno."
3012,12208.800,12214.440,"Entonces, ahí tenemos prácticamente esa extracción de esos parchesitos"
3013,12214.440,12215.300,y mucho inconveniente.
3014,12215.460,12217.740,Es en carga de extraerlo y lo apilan.
3015,12218.020,12219.540,"Entonces, queda como si fuese un arreglo."
3016,12219.540,12222.640,entonces una vez tenemos esto
3017,12222.640,12224.600,lo redimensionamos para que
3018,12224.600,12227.000,justamente queda los parchesitos
3019,12227.000,12228.040,tenemos justamente
3020,12228.040,12230.760,el batch y queda la dimensión
3021,12230.760,12232.920,de esa información ya
3022,12232.920,12235.040,totalmente preparada
3023,12235.040,12237.700,entonces
3024,12237.700,12240.200,"si queremos ver los parchesitos, se puede"
3025,12240.200,12241.840,entonces utilizamos esta función
3026,12241.840,12243.700,creamos una instancia
3027,12243.700,12246.340,para esta función
3028,12246.340,12248.360,para que apliquemos esos cortes
3029,12248.360,12250.560,si de repente queremos validar si efectivamente
3030,12250.560,12252.260,lo hizo bien. Entonces
3031,12252.260,12254.760,tenemos esta función que se encarga de visualizar
3032,12254.760,12256.960,tomamos una imagen de ese tamaño
3033,12256.960,12258.540,de hecho me lo codificó a
3034,12258.540,12260.220,224 por 224
3035,12260.220,12262.320,de tamaño de 6 por 6 que serían los parches
3036,12262.320,12264.380,da un total de 144
3037,12264.380,12266.600,y si tenemos esta imagen
3038,12266.600,12267.900,particular en Goldfish
3039,12267.900,12270.140,entonces este sería
3040,12270.140,12272.500,los cortes. Entonces funciona
3041,12272.500,12274.400,por lo menos la función para generar
3042,12274.400,12276.200,esos parches
3043,12276.200,12277.380,de 8 por 8
3044,12277.380,12280.660,lo está haciendo bien con esa implementación
3045,12280.660,12282.260,y aquí en este caso
3046,12282.260,12284.000,utilizamos lo que es
3047,12284.000,12286.500,la codificación
3048,12286.500,12288.200,"del encobre, entonces aquí"
3049,12288.200,12289.160,en este caso
3050,12289.160,12292.900,"fíjense acá, para hacer la codificación"
3051,12292.900,12294.900,no podemos utilizar el embedding
3052,12294.900,12296.260,directamente sobre la imagen
3053,12296.260,12298.900,porque para trabajar con embedding
3054,12298.900,12300.880,yo necesito tener números enteros
3055,12300.880,12301.480,entonces
3056,12301.480,12305.020,esta tonalidad de colores
3057,12305.020,12306.660,está en escala
3058,12306.660,12309.060,"0,1, normalizadas, son valores flotantes."
3059,12309.700,12311.220,"Entonces, una aproximación"
3060,12311.220,12313.020,para un embedding es utilizar
3061,12313.020,12315.080,"una capa densa, porque en el fondo"
3062,12315.080,12316.920,"igual, digamos, hace una combinación"
3063,12316.920,12318.680,lineal para que tenga justamente
3064,12318.680,12320.300,un nuevo vector representativo.
3065,12320.680,12322.380,"Entonces, para aproximarlo,"
3066,12322.820,12324.660,utilizamos una capa densa para efecto
3067,12324.660,12326.320,"de los datos de imágenes,"
3068,12326.600,12328.720,"de esos parchecitos, y para efecto"
3069,12328.720,12330.920,"de posicionamiento, utilizamos un embedding"
3070,12330.920,12332.580,"tradicional. Entonces,"
3071,12332.720,12334.860,el embedding tradicional son posiciones del 0
3072,12334.860,12337.520,de cero hasta el último parche
3073,12337.520,12339.680,entonces por tanto es un vector
3074,12339.680,12341.620,que son valores enteros
3075,12341.620,12343.520,y lo podemos aplicar sin mucho inconveniente
3076,12343.520,12345.020,entonces fíjense que acá
3077,12345.020,12347.460,yo voy a utilizar lo que es
3078,12347.460,12349.140,la codificación
3079,12349.140,12351.420,"posiciones, entonces tenemos"
3080,12351.420,12353.560,"el rango, la cantidad y el número"
3081,12353.560,12355.460,de parches y aquí hacemos
3082,12355.460,12357.420,la proyección del parche que será la imagen
3083,12357.420,12358.540,y aquí tenemos la
3084,12358.540,12361.440,medida imposicional que viene a partir
3085,12361.440,12363.400,de esta evaluación
3086,12363.400,12364.660,de esta función que tenemos acá
3087,12364.660,12373.740,"Entonces ahí unificamos prácticamente esa primera parte, lo que consiste en lo que es el embedding posicional y datos."
3088,12374.100,12380.520,"Pero en este caso, solo la imagen yo la aplico mediante una capa densa como una aproximación al embedding."
3089,12382.590,12390.930,"Y por último, armamos la parte de lo que es la función que viene a partir después de la capa de tensión"
3090,12390.930,12394.210,"para alimentar una secuencia de reducciones,"
3091,12394.470,12400.170,para justamente tener una compactación de información combinada de toda esta salida.
3092,12401.790,12406.730,"Entonces, hasta ahí simplemente tenemos lo que es los insumos"
3093,12406.730,12409.430,para poder armar lo que es nuestro modelo de transformer.
3094,12410.010,12414.510,"Bien, entonces, aquí adelante vamos a armar lo que es la secuencia de todas las operaciones"
3095,12414.510,12420.870,para crear el modelo y las instancias de evaluaciones que implica esta construcción.
3096,12420.930,12432.830,"Entonces ahí tenemos la entrada, aquí aplicamos la transformación de las imágenes, es decir, rotar la imagen un poquito más o hacer la rotación, la del boteo horizontal."
3097,12433.730,12435.370,"Creamos los parches, ¿bien?"
3098,12435.690,12441.490,"Donde tenemos los parches, hacemos la codificación mediante esa codificación de imágenes y posicionamiento."
3099,12442.310,12446.090,Y con esto armamos lo que es la secuencia de transformers.
3100,12446.090,12455.730,"Entonces aquí hacemos un FOR, ya dijimos que eran ocho bloques de transforme, entonces aquí simplemente el FOR se encarga de hacer esas ocho construcciones."
3101,12456.350,12465.050,"Entonces ahí tenemos prácticamente primera capa de normalización, que podemos aplicarla, luego aplicamos lo que es la capa de tensión,"
3102,12465.570,12471.990,"luego esa capa de tensión armamos lo que es la estructura de la unificación residual, luego aplicamos lo que es la normalización,"
3103,12471.990,12477.330,"luego seguía la capa de tratamiento de reducción o combinación de información,"
3104,12478.070,12483.370,"cerrando ahora como capa de transformer, sería su último componente residual."
3105,12483.790,12490.370,"Entonces ahí tenemos prácticamente desde la línea 17 hasta la línea 33,"
3106,12490.850,12493.150,consiste lo que es el módulo de transformer.
3107,12493.610,12497.970,"Entonces ahí se repetimos la cantidad de veces, en este caso 8 veces,"
3108,12497.970,12502.950,"aplicando Transformer, que no es más que la sección decodificada de Transformer nada más,"
3109,12502.950,12510.030,"la decodificación no la estamos usando. Entonces, de acá, la alimentamos directamente"
3110,12510.030,12515.850,"al modelo que se encarga de clasificar. Entonces, primero pasamos una normalización,"
3111,12515.850,12520.410,"aplanamos toda la información necesaria que viene a partir de la capa anterior. Bien,"
3112,12520.410,12526.570,"aplicamos un dropout, luego aplicamos la secuencia de combinaciones mediante capas"
3113,12526.570,12530.670,densa y cerramos con una capa densa que sería la última capa
3114,12530.670,12534.650,"salida, que sería el clasificador. Con eso armamos la instancia"
3115,12534.650,12538.570,"de inicio hasta el final, que sería la estructura que tenemos aquí abajo."
3116,12539.190,12542.710,Entonces esa es la estructura. Y en este caso el modelo
3117,12542.710,12544.750,"no es muy grande, si no me equivoco."
3118,12546.530,12552.350,Estamos hablando de 21 millones de parámetros.
3119,12553.130,12555.790,Esa es la información que está disponible acá.
3120,12555.790,12562.570,entonces con esto hacemos la instancia del optimizador aquí si difiere un poco más como
3121,12562.570,12569.230,yo les comenté hay una parte de la tasa aprendizaje y cuál sería la reducción que va haciendo a medida
3122,12569.230,12575.310,que va avanzando sería el decaimiento y el resto de las configuraciones son prácticamente conocidas
3123,12575.310,12580.570,entonces tenemos el model checkpoint para el efecto de callbacks monitoreamos en función
3124,12580.570,12585.030,de lo que hay conjunto de validación y que guarde digamos el mejor modelo y también los
3125,12585.030,12591.990,mayor espeso por ejemplo entonces aquí ajustamos dura aproximadamente 20 minutos bien esto sería
3126,12591.990,12598.230,la discusión de cien de mil épocas lo de lancen ve digamos a mil épocas como realmente no sabemos
3127,12598.230,12604.970,dónde sería el punto más bajo de la función de pérdida al punto más alto es para que efectivamente
3128,12604.970,12612.030,ustedes pueden ver que en pocas relativamente en pocas épocas estamos hablando en este caso de
3129,12612.030,12619.230,"poquitos datos. Estamos en este orden que está acá, 200 épocas. Más o menos lo que logra alcanzar el más alto,"
3130,12620.190,12627.850,"por acá, o este punto, logra alcanzar como el más alto. Digamos, se demora un poco más porque estamos"
3131,12627.850,12633.630,"aplicando lo que es el data augmentation. Entonces, todas esas variantes de los datos, digamos, se consideran"
3132,12633.630,12639.430,"como si fuese un conjunto de datos adicionales. Entonces, se demora un poco más para justamente"
3133,12639.430,12643.570,"alcance su punto más alto, pero en caso de capas"
3134,12643.570,12647.450,convolucionales puede ser que necesita más tiempo para llegar a ese mismo
